综合频道,#genre#
山东教育卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0331
山东居家购物,http://php.jdshipin.com/TVOD/sdyd.php?id=0700
山东交通广播,http://php.jdshipin.com/TVOD/sdyd.php?id=3002
山东经济广播,http://php.jdshipin.com/TVOD/sdyd.php?id=3001
CCTV4K,http://php.jdshipin.com/TVOD/sdyd.php?id=0382
CCTV-1,http://php.jdshipin.com/TVOD/sdyd.php?id=0311
CCTV-2,http://php.jdshipin.com/TVOD/sdyd.php?id=0317
CCTV-3,http://php.jdshipin.com/TVOD/sdyd.php?id=0359
CCTV-4,http://php.jdshipin.com/TVOD/sdyd.php?id=0320
CCTV4欧洲,http://php.jdshipin.com/TVOD/sdyd.php?id=0350
CCTV4美洲,http://php.jdshipin.com/TVOD/sdyd.php?id=0351
CCTV-5,http://php.jdshipin.com/TVOD/sdyd.php?id=0360
CCTV-5+,http://php.jdshipin.com/TVOD/sdyd.php?id=0316
CCTV-6,http://php.jdshipin.com/TVOD/sdyd.php?id=0361
CCTV-7,http://php.jdshipin.com/TVOD/sdyd.php?id=0318
CCTV-8,http://php.jdshipin.com/TVOD/sdyd.php?id=0362
CCTV-9,http://php.jdshipin.com/TVOD/sdyd.php?id=0319
CCTV-10,http://php.jdshipin.com/TVOD/sdyd.php?id=0321
CCTV-11,http://php.jdshipin.com/TVOD/sdyd.php?id=0344
CCTV-12,http://php.jdshipin.com/TVOD/sdyd.php?id=0322
CCTV-13,http://php.jdshipin.com/TVOD/sdyd.php?id=0345
CCTV-14,http://php.jdshipin.com/TVOD/sdyd.php?id=0323
CCTV-15,http://php.jdshipin.com/TVOD/sdyd.php?id=0346
CCTV-17,http://php.jdshipin.com/TVOD/sdyd.php?id=0303
CETV1,http://php.jdshipin.com/TVOD/sdyd.php?id=0076
CETV2,http://php.jdshipin.com/TVOD/sdyd.php?id=0077
CETV4,http://php.jdshipin.com/TVOD/sdyd.php?id=0666
CGTN英语,http://php.jdshipin.com/TVOD/sdyd.php?id=0352
CGTN纪录,http://php.jdshipin.com/TVOD/sdyd.php?id=0353
CGTN俄语,http://php.jdshipin.com/TVOD/sdyd.php?id=0357
CGTN法语,http://php.jdshipin.com/TVOD/sdyd.php?id=0355
CGTN西班牙语,http://php.jdshipin.com/TVOD/sdyd.php?id=0354
CGTN阿拉伯语,http://php.jdshipin.com/TVOD/sdyd.php?id=0356
CHC动作电影,http://php.jdshipin.com/TVOD/sdyd.php?id=2030
CHC家庭影院,http://php.jdshipin.com/TVOD/sdyd.php?id=2028
CHC影迷电影,http://php.jdshipin.com/TVOD/sdyd.php?id=2029
SiTV东方财经,http://php.jdshipin.com/TVOD/sdyd.php?id=2025
SiTV乐游,http://php.jdshipin.com/TVOD/sdyd.php?id=2016
SiTV动漫秀场,http://php.jdshipin.com/TVOD/sdyd.php?id=2000
SiTV劲爆体育,http://php.jdshipin.com/TVOD/sdyd.php?id=2026
SiTV法治天地,http://php.jdshipin.com/TVOD/sdyd.php?id=2010
SiTV游戏风云,http://php.jdshipin.com/TVOD/sdyd.php?id=2024
SiTV生活时尚,http://php.jdshipin.com/TVOD/sdyd.php?id=2019
SiTV都市剧场,http://php.jdshipin.com/TVOD/sdyd.php?id=2022
SiTV金色学堂,http://php.jdshipin.com/TVOD/sdyd.php?id=2018
SiTV魅力足球,http://php.jdshipin.com/TVOD/sdyd.php?id=2021
上海纪实人文,http://php.jdshipin.com/TVOD/sdyd.php?id=0333
北京纪实科教,http://php.jdshipin.com/TVOD/sdyd.php?id=0332
金鹰纪实,http://php.jdshipin.com/TVOD/sdyd.php?id=0334
北京卡酷少儿,http://php.jdshipin.com/TVOD/sdyd.php?id=0661
金鹰卡通,http://php.jdshipin.com/TVOD/sdyd.php?id=2027
快乐垂钓,http://php.jdshipin.com/TVOD/sdyd.php?id=0648
茶频道,http://php.jdshipin.com/TVOD/sdyd.php?id=0649
文物宝库,http://php.jdshipin.com/TVOD/sdyd.php?id=0658
梨园频道,http://php.jdshipin.com/TVOD/sdyd.php?id=0656
武术世界,http://php.jdshipin.com/TVOD/sdyd.php?id=0657
精彩影视,http://php.jdshipin.com/TVOD/sdyd.php?id=2012
中国交通,http://php.jdshipin.com/TVOD/sdyd.php?id=0073
东南卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0310
东方卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0309
云南卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0367
北京卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0302
吉林卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0363
四川卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0348
天津卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0327
安徽卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0328
广东卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0307
广西卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0368
江苏卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0304
江西卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0335
河北卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0330
河南卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0358
浙江卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0305
海南卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0347
深圳卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0308
湖北卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0325
湖南卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0324
甘肃卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0349
贵州卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0329
辽宁卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0326
重庆卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0341
青海卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0366
黑龙江卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0306
三沙卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0078
兵团卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0071
内蒙古卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0040
厦门卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0075
宁夏卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0043
山西卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0032
延边卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0668
新疆卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0044
西藏卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0045
农林卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0072
陕西卫视,http://php.jdshipin.com/TVOD/sdyd.php?id=0029
哈哈炫动,http://php.jdshipin.com/TVOD/sdyd.php?id=0050
嘉佳卡通,http://php.jdshipin.com/TVOD/sdyd.php?id=0074
新动漫,http://php.jdshipin.com/TVOD/sdyd.php?id=0659
优优宝贝,http://php.jdshipin.com/TVOD/sdyd.php?id=0641
优漫卡通,http://php.jdshipin.com/TVOD/sdyd.php?id=0049
金鹰卡通,http://php.jdshipin.com/TVOD/sdyd.php?id=0047
先锋乒羽,http://php.jdshipin.com/TVOD/sdyd.php?id=0650
中华特产,http://php.jdshipin.com/TVOD/sdyd.php?id=0642
书画频道,http://php.jdshipin.com/TVOD/sdyd.php?id=0651
四海钓鱼,http://php.jdshipin.com/TVOD/sdyd.php?id=0640
财富天下,http://php.jdshipin.com/TVOD/sdyd.php?id=0607
环球旅游,http://php.jdshipin.com/TVOD/sdyd.php?id=0643
车迷频道,http://php.jdshipin.com/TVOD/sdyd.php?id=0645
海看演艺,http://php.jdshipin.com/TVOD/sdyd.php?id=0400
济南新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=4000
潍坊影视综艺,http://php.jdshipin.com/TVOD/sdyd.php?id=0217
潍坊新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=0215
潍坊科教文旅,http://php.jdshipin.com/TVOD/sdyd.php?id=0218
潍坊经济生活,http://php.jdshipin.com/TVOD/sdyd.php?id=0216
潍坊高新区,http://php.jdshipin.com/TVOD/sdyd.php?id=1106
乳山综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1049
五莲新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1068
即墨新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1080
威海新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=0274
威海公共,http://php.jdshipin.com/TVOD/sdyd.php?id=0275
奎文综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1027
安丘综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1015
寿光综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1000
寿光蔬菜,http://php.jdshipin.com/TVOD/sdyd.php?id=1045
岚山综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1044
崂山综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1022
平度综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1054
德州公共,http://php.jdshipin.com/TVOD/sdyd.php?id=0207
文登综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1017
新泰综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1029
日照新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=0262
日照科技生活,http://php.jdshipin.com/TVOD/sdyd.php?id=0263
昌乐综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1033
栖霞综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1055
武城新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1059
烟台公共,http://php.jdshipin.com/TVOD/sdyd.php?id=0281
烟台影视,http://php.jdshipin.com/TVOD/sdyd.php?id=0283
烟台新闻综合,http://php.jdshipin.com/TVOD/sdyd.php?id=0280
烟台经济科技,http://php.jdshipin.com/TVOD/sdyd.php?id=0282
牟平新闻,http://php.jdshipin.com/TVOD/sdyd.php?id=1076
牟平生活,http://php.jdshipin.com/TVOD/sdyd.php?id=1077
荣成综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1053
莒县综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1014
莱西综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1067
诸城综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1004
青岛1,http://php.jdshipin.com/TVOD/sdyd.php?id=0500
青岛2,http://php.jdshipin.com/TVOD/sdyd.php?id=0501
青岛3,http://php.jdshipin.com/TVOD/sdyd.php?id=0502
青岛4,http://php.jdshipin.com/TVOD/sdyd.php?id=0503
青岛5,http://php.jdshipin.com/TVOD/sdyd.php?id=0504
青岛6,http://php.jdshipin.com/TVOD/sdyd.php?id=0505
青州文化旅游,http://php.jdshipin.com/TVOD/sdyd.php?id=1057
青州综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1042
龙口综合,http://php.jdshipin.com/TVOD/sdyd.php?id=1005
ZYTV,http://php.jdshipin.com/TVOD/sdyd.php?id=1113
1077,http://php.jdshipin.com/TVOD/sdyd.php?id=1074
1084,http://php.jdshipin.com/TVOD/sdyd.php?id=1083
1086,http://php.jdshipin.com/TVOD/sdyd.php?id=1085
1087,http://php.jdshipin.com/TVOD/sdyd.php?id=1086
1088,http://php.jdshipin.com/TVOD/sdyd.php?id=1087
1089,http://php.jdshipin.com/TVOD/sdyd.php?id=1088
1090,http://php.jdshipin.com/TVOD/sdyd.php?id=1089
1091,http://php.jdshipin.com/TVOD/sdyd.php?id=1090
1092,http://php.jdshipin.com/TVOD/sdyd.php?id=1091
1093,http://php.jdshipin.com/TVOD/sdyd.php?id=1092
1101,http://php.jdshipin.com/TVOD/sdyd.php?id=1100
逗鱼,#genre#
特辑电影院,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=3637778
吃米滴虫,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=315457
神乐影片2,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=85894
周星驰,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=122402
刘德华电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2516864
豆瓣高分,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8770422
冰冰经典电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=74374
恐怖经典,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1165374
华语电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=3928
华语经典,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=434971
贝爷MAX厅,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=4332
女神金电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=747764
变种人电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9651304
报告老板,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9220456
大案命案,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8413092
走近命案,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9174097
胥渡吧直播号,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2040822
斗鱼电影77,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2758565
斗鱼电影79,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=805235
斗鱼电影135,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=7476264
斗鱼电影110,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8415464
斗鱼电影114,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=562225
斗鱼电影130,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8014467
小片片说大片,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=4258555
火龙果说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9559158
科幻Fans布玛,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=3508304
PP看动漫,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9837291
开心锤锤动漫,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9018297
OneGuy丶,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9734098
虫哥说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8915074
电影迷小雅,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9639225
发条张的电影最TOP,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2164691
史君说剧,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9419771
sweet夏有甜,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=4808115
吸奇侠,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8986636
芙芙家的洗碗君,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9446706
牛叔说电影二台,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=10010651
胆子不小的郑吉祥,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9171887
老烟斗鬼故事,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2337939
周扒片,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=6434857
小片片说大片二台,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=10011547
3说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9643264
侃片大师兄,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9338839
怪兽马提尼电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9075333
堇姑娘,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=297689
九冢嵬,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9393501
蔡老板家的长工丶,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8869614
小小天才搞笑视频,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9419678
宇宙探索飞船,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9456028
开心嘴炮,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9026377
刘星星呀,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=7422897
悬疑MOVIE,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9601429
刘哔电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2632223
历史经典烩,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9487003
老秦说秦,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9650131
文西与阿漆,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8737695
李允儿er的助眠小窝,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9038894
顾止最爱的小胖宝贝,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=238643
章的亲弟弟,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9641152
一个机智张张,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9653063
鬼兄奇谈,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8722254
中二日记搞笑动画,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9505575
漫威君,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1713615
Svip丶YoYo,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=3472959
代娱说美剧,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9123570
茶啊二中官方,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2925610
老邪说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9222870
JustXiaIt嘻咦啊看,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2660125
小陶气说动漫,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9527700
培根悖论唠唠嗑,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=5354713
工藤新医heart,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8741860
小司马说剧,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9660127
真香动漫解说,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9391292
骑毛驴的八戒,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1979257
一目十影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=3643605
奥雷卡尔克斯,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1224356
老王忆经典,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9687733
铁血影视汇,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9649701
尉迟杰影评,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8850682
史君观影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9644669
圈踢动漫,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1952680
东倾电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8344251
谁语说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8705754
松轩说电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=1524969
菇菇说过,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=8788687
猎奇笔记本,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9627172
好剧看不停,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9388938
影视英雄汇,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=10240495
蛋泥动画,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9312460
有部电影儿,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9736479
绿阿掌,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2365
我叫萌迪迪V,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=5354705
我是一只西瓜啊,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9065082
老鱼说剧,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9994377
长片短解,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9410946
科学放映室,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9439712
探奇录,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9746763
独立鱼电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=2413555
植物椿de房间,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9771247
贝爷求生影视,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9661369
墨逗电影,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9614847
九叔说电影v,http://[240e:353:7f5b:8600:254e:51ae:35e8:5206]:1080/douyu.php?id=9348282
